transaction_id,customer_id,transaction_date,category,item,quantity,unit_price,discount,total_spent,payment_method,location,region,customer_segment,rating,returned
TXN-101415,CUST-3484,2024-09-28,Sports & Outdoors,Protein Powder,1,45.37,0.08,41.74,PayPal,Mobile App,Central,New,2.4,0.0
TXN-109656,CUST-1880,2022-07-05,Sports & Outdoors,Dumbbells Set,1,96.08,0.29,68.22,Debit Card,In-Store,South,VIP,,0.0
TXN-103145,CUST-3304,2022-09-26,Beauty & Personal Care,Beard Trimmer,1,46.49,,33.94,Debit Card,Mobile App,East,VIP,1.8,0.0
TXN-107982,CUST-2477,2023-01-21,Beauty & Personal Care,Sunscreen SPF50,6,18.18,0.27,79.63,Cash,Mobile App,,VIP,4.4,0.0
TXN-105321,CUST-4620,2023-05-11,Clothing,Hoodie,1,45.17,,41.1,PayPal,In-Store,East,,3.3,0.0
TXN-102345,CUST-3297,2024-03-19,Home & Kitchen,Air Fryer,9,95.63,0.25,645.5,Credit Card,Mobile App,East,Regular,3.0,1.0
TXN-106800,CUST-3791,2024-01-11,Electronics,Laptop,7,$860.61,0.13,5241.11,Cash,In-Store,West,Regular,4.3,0.0
TXN-107255,CUST-4767,2022-01-12,Electronics,Wireless Headphones,6,143.79,0.12,759.21,PayPal,Mobile App,West,Regular,1.7,0.0
TXN-108179,CUST-1415,2024-07-12,Home & Kitchen,Coffee Maker,7,68.3,0.24,363.36,Bank Transfer,In-Store,East,Premium,3.4,1.0
TXN-106506,CUST-2861,2022-03-17,Toys & Games,Card Game Bundle,7,13.6,0.01,94.25,Debit Card,Mobile App,Central,VIP,2.6,0.0
TXN-106417,CUST-3424,2024-09-07,Toys & Games,Action Figure Set,5,29.02,0.23,111.73,Debit Card,In-Store,East,Premium,1.5,0.0
TXN-101222,CUST-3918,2024-04-16,Toys & Games,Drone Mini,2,84.83,0.25,127.25,PayPal,Online,South,New,4.4,0.0
TXN-102009,CUST-1270,2023-04-24,Sports & Outdoors,Water Bottle,8,22.49,0.23,138.54,Debit Card,Online,East,New,3.9,0.0
TXN-109422,CUST-4126,2023-07-10,Electronics,Laptop,5,858.91,0.21,3392.69,Credit Card,Mobile App,Central,Regular,3.1,0.0
TXN-104124,CUST-3562,2022-07-24,Automotive,Dash Cam,3,90.84,0.25,204.39,Bank Transfer,In-Store,North,New,3.7,
TXN-103854,CUST-2334,2023-12-15,Sports & Outdoors,Sleeping Bag,6,82.31,0.2,395.09,Bank Transfer,Online,South,Premium,3.3,0.0
TXN-107401,CUST-2494,2022-05-17,Clothing,Dress Shirt,10,40.25,0.22,313.95,Cash,In-Store,North,Regular,1.1,0.0
TXN-102897,CUST-4632,2022-05-10,Sports & Outdoors,Sleeping Bag,9,73.78,0.02,650.74,Bank Transfer,Mobile App,Central,,2.4,0.0
TXN-101997,CUST-2656,2022-07-12,Electronics,Wireless Headphones,2,161.92,0.15,275.26,Bank Transfer,Mobile App,North,VIP,4.6,0.0
TXN-109625,CUST-1719,2024-11-19,Toys & Games,Drone Mini,8,93.98,0.12,661.62,Bank Transfer,In-Store,East,Regular,2.6,0.0
TXN-100420,CUST-4152,2022-02-19,Toys & Games,Card Game Bundle,6,14.54,0.1,78.52,Debit Card,In-Store,East,New,3.5,0.0
TXN-106250,CUST-1974,2022-01-26,Books,Business Analytics,9,34.2,0.05,292.41,,Mobile App,South,Premium,4.8,1.0
TXN-103692,CUST-1928,2024-04-17,Automotive,Car Floor Mats,7,32.64,0.05,217.06,Cash,Mobile App,West,Premium,1.7,
TXN-108032,CUST-1011,2023-01-01,Toys & Games,Action Figure Set,10,28.45,0.08,261.74,PayPal,Online,East,Premium,4.4,0.0
TXN-107230,CUST-1472,2022-03-26,Clothing,Sunglasses,10,33.36,0.02,326.93,Cash,In-Store,South,New,3.8,1.0
TXN-104297,CUST-1144,2023-07-18,Home & Kitchen,Air Fryer,4,108.03,0.2,345.7,Bank Transfer,Mobile App,South,VIP,3.9,1.0
TXN-107234,CUST-4933,2023-12-17,Home & Kitchen,Cookware Set,8,163.73,0.29,929.99,Credit Card,Online,East,New,3.9,0.0
TXN-104702,CUST-3529,2024-12-01,Electronics,Bluetooth Speaker,4,86.01,0.02,337.16,Cash,In-Store,Central,Premium,3.6,0.0
TXN-106389,CUST-1028,27-04-2024,Books,Clean Code,1,32.47,0.1,29.22,Debit Card,Mobile App,Central,Premium,1.6,0.0
TXN-107631,CUST-4130,2022-03-22,Electronics,Mechanical Keyboard,1,110.58,0.05,105.05,Cash,Mobile App,South,VIP,3.4,0.0
TXN-101747,CUST-1008,2023-03-23,Electronics,Bluetooth Speaker,1,86.43,0.26,63.96,Credit Card,In-Store,North,New,2.0,0.0
TXN-100852,CUST-2105,2024-02-17,Clothing,Winter Jacket,UNKNOWN,141.61,0.08,260.56,Cash,In-Store,Central,New,1.5,0.0
TXN-102680,CUST-2306,2024-11-06,Sports & Outdoors,Cycling Helmet,10,58.25,0.25,436.88,Bank Transfer,In-Store,Central,Regular,2.6,0.0
TXN-102928,CUST-3621,2022-02-25,Beauty & Personal Care,Perfume Set,2,92.46,0.18,151.63,Cash,In-Store,,Regular,3.0,0.0
TXN-109151,CUST-1903,2024-04-18,Home & Kitchen,Cookware Set,5,157.11,0.14,675.57,Bank Transfer,Online,East,VIP,2.8,1.0
TXN-102564,CUST-2735,2023-01-06,Electronics,Tablet,3,319.7,0.19,776.87,PayPal,Online,Central,New,3.4,1.0
TXN-109149,CUST-1721,2022-10-21,Toys & Games,Chess Set,3,42.69,0.01,126.79,Credit Card,In-Store,West,Regular,2.3,1.0
TXN-102662,CUST-2258,2024-01-01,Toys & Games,Chess Set,7,$36.12,0.09,230.08,Debit Card,Mobile App,South,Regular,2.5,1.0
TXN-103320,CUST-1325,2022-11-20,Beauty & Personal Care,Face Serum,5,$34.83,0.07,161.96,Cash,In-Store,Central,VIP,3.1,0.0
TXN-100660,CUST-1954,2024-04-21,Electronics,Tablet,7,353.08,0.03,2397.41,Bank Transfer,Mobile App,Central,Regular,2.8,0.0
TXN-102655,CUST-2507,2024-09-07,Books,Clean Code,5,30.87,0.14,132.74,Credit Card,In-Store,East,Premium,2.9,1.0
TXN-108381,CUST-2853,2023-02-12,Automotive,Car Phone Mount,8,19.26,0.12,135.59,Cash,Online,East,New,2.6,1.0
TXN-109480,CUST-3689,2023-06-22,Sports & Outdoors,Resistance Bands,8,19.66,0.26,116.39,PayPal,Mobile App,South,New,3.9,1.0
TXN-103040,CUST-3475,2023-12-14,Toys & Games,Drone Mini,2,84.36,0.05,160.28,Credit Card,In-Store,North,New,2.9,0.0
TXN-105764,CUST-4943,2024-08-12,Clothing,Yoga Pants,9,46.74,0.26,311.29,Debit Card,Online,North,Regular,1.2,0.0
TXN-105742,CUST-2467,2022-05-06,Electronics,Monitor,10,288.76,0.23,2223.45,PayPal,In-Store,South,Premium,2.6,0.0
TXN-109902,CUST-2507,2022-12-25,Sports & Outdoors,Dumbbells Set,1,98.33,0.12,86.53,PayPal,Online,South,Premium,4.9,0.0
TXN-103289,CUST-2589,2022-09-24,Automotive,USB Car Charger,5,14.82,0.27,54.09,Debit Card,Mobile App,West,VIP,1.2,0.0
TXN-106412,CUST-2767,26/04/2022,Beauty & Personal Care,Perfume Set,3,83.01,0.27,181.79,Credit Card,,Central,Premium,4.7,0.0
TXN-109633,CUST-1125,2022-11-20,Home & Kitchen,Vacuum Cleaner,3,197.3,0.04,568.22,PayPal,Online,South,Premium,4.0,0.0
TXN-103531,CUST-4280,2022-07-08,Clothing,Hoodie,5pcs,48.29,0.14,207.65,PayPal,Mobile App,Central,New,3.7,0.0
TXN-106639,CUST-1817,2023-06-29,Toys & Games,Board Game Pack,5,$36.41,0.17,151.1,Debit Card,In-Store,East,Regular,1.3,0.0
TXN-107808,CUST-2397,2022-03-14,Automotive,Car Floor Mats,8,35.33,0.12,248.72,Bank Transfer,In-Store,South,New,3.3,0.0
TXN-104145,CUST-1011,2024-07-23,Books,Business Analytics,UNKNOWN,35.23,0.12,186.01,Debit Card,In-Store,West,VIP,2.5,1.0
TXN-101265,CUST-2781,2023-02-07,Beauty & Personal Care,Body Lotion,9,17.6,0.3,110.88,Credit Card,Online,Central,VIP,3.2,0.0
TXN-107200,CUST-2085,2023-12-06,Clothing,UNKNOWN,8,80.45,0.21,508.44,Credit Card,In-Store,Central,VIP,4.0,0.0
TXN-101899,CUST-3846,2022-10-28,Clothing,Cap,3,21.04,,44.82,Debit Card,,Central,Regular,3.4,1.0
TXN-100819,CUST-2400,2024-05-27,Sports & Outdoors,Cycling Helmet,1,56.2,0.03,54.51,Debit Card,In-Store,South,VIP,4.8,0.0
TXN-108726,CUST-1582,2022-09-19,Clothing,Sunglasses,9,33.01,0.01,294.12,PayPal,ERROR,West,Premium,1.6,0.0
TXN-109691,CUST-2073,2024-11-20,Beauty & Personal Care,Electric Toothbrush,6,49.81,0.14,257.02,Bank Transfer,Online,South,Regular,4.6,1.0
TXN-100454,CUST-3907,2023-10-07,Home & Kitchen,Rice Cooker,5,41.54,,164.08,Credit Card,Online,West,Regular,3.0,0.0
TXN-105791,CUST-3149,2023-12-08,Electronics,Smart Watch,10,260.31,0.04,2498.98,PayPal,Online,East,Premium,4.8,0.0
TXN-104236,CUST-4622,2024-11-26,Toys & Games,Drone Mini,8,88.65,0.08,652.46,Cash,In-Store,Central,New,3.2,0.0
TXN-105293,CUST-3685,2023-09-27,Electronics,Mechanical Keyboard,8,$127.59,0.03,990.1,PayPal,Online,North,Premium,3.2,0.0
TXN-105496,CUST-4351,2024-08-24,Beauty & Personal Care,Perfume Set,8,81.22,0.26,480.82,Bank Transfer,Online,Central,New,3.0,0.0
TXN-100820,CUST-2452,2024-06-13,Automotive,Steering Wheel Cover,3,25.93,0.29,55.23,Bank Transfer,Online,North,Premium,1.3,1.0
TXN-102004,CUST-1865,2022-12-03,Beauty & Personal Care,Lip Balm Pack,5,12.0,0.01,59.4,Cash,Online,North,New,2.2,0.0
TXN-103167,CUST-3020,2024-07-15,Toys & Games,Lego Creator Set,8,77.45,0.12,545.25,Credit Card,Mobile App,South,Premium,4.1,0.0
TXN-107027,CUST-2922,2023-11-29,Books,Machine Learning Basics,6,38.33,0.09,209.28,Bank Transfer,Mobile App,South,VIP,4.7,0.0
TXN-100319,CUST-2873,2024-07-11,Toys & Games,Lego Creator Set,10,86.82,0.04,833.47,Bank Transfer,Mobile App,South,New,1.0,0.0
TXN-101579,CUST-3832,2022-02-21,Electronics,Smartphone,3,699.6,0.26,1553.11,Bank Transfer,Online,East,Premium,1.9,0.0
TXN-106534,CUST-3336,2022-04-12,Books,The Pragmatic Programmer,4,43.8,0.15,148.92,PayPal,Mobile App,North,VIP,,0.0
TXN-101423,CUST-2865,2023-01-02,Toys & Games,Play-Doh Kit,9,$22.24,0.0,200.16,Debit Card,Mobile App,North,Premium,4.1,0.0
TXN-108592,CUST-2826,2022-01-02,Toys & Games,Lego Creator Set,9,75.33,0.0,677.97,Cash,Online,East,Regular,1.3,0.0
TXN-102049,CUST-1978,2022-05-27,Automotive,Car Air Freshener,7,9.58,0.06,63.04,Bank Transfer,In-Store,North,New,2.2,0.0
TXN-108943,CUST-3322,2022-02-06,Electronics,Gaming Mouse,4,54.07,0.22,168.7,Bank Transfer,In-Store,East,Premium,1.3,1.0
TXN-102259,CUST-4377,2024-01-11,Clothing,Running Shoes,4,82.07,0.24,249.49,PayPal,In-Store,North,New,4.3,0.0
TXN-100489,CUST-4914,2023-06-13,Beauty & Personal Care,UNKNOWN,6,29.29,0.3,123.02,Debit Card,In-Store,,Regular,3.0,0.0
TXN-109710,CUST-4235,2022-12-30,Books,SQL Mastery,2,34.61,0.09,62.99,Bank Transfer,In-Store,North,Regular,,1.0
TXN-108007,CUST-1361,2023-06-05,Books,Machine Learning Basics,6,32.05,0.24,146.15,Debit Card,Mobile App,West,New,3.4,0.0
TXN-108052,CUST-4899,2023-02-16,Books,Python for Data Science,4,42.65,0.25,127.95,Credit Card,In-Store,North,New,1.8,1.0
TXN-105485,CUST-1793,2022-04-23,Toys & Games,Chess Set,10,38.7,0.01,383.13,PayPal,In-Store,Central,New,,0.0
TXN-107929,CUST-2656,2024-03-22,Beauty & Personal Care,Perfume Set,9,91.69,0.15,701.43,Cash,In-Store,Central,Premium,,0.0
TXN-100133,CUST-2092,29-11-2024,Books,Clean Code,8,29.97,0.11,213.39,Credit Card,Mobile App,West,Regular,2.7,0.0
TXN-103225,CUST-1878,2023-07-24,Books,The Pragmatic Programmer,4,42.23,0.02,165.54,PayPal,Online,South,Regular,3.1,0.0
TXN-102701,CUST-2740,2023-07-14,Automotive,Dash Cam,N/A,85.61,0.25,577.87,Bank Transfer,Online,East,,3.3,0.0
TXN-101938,CUST-3026,2023-09-01,Sports & Outdoors,Protein Powder,5,50.15,0.04,240.72,Credit Card,Mobile App,Central,Premium,4.6,0.0
TXN-103960,CUST-4403,2022-07-10,Automotive,Jump Starter,6,73.34,0.23,338.83,PayPal,Mobile App,South,Premium,3.5,0.0
TXN-102875,CUST-4361,2022-11-29,Home & Kitchen,Desk Lamp,1,33.74,0.27,24.63,Credit Card,In-Store,West,VIP,,0.0
TXN-104772,CUST-3904,2024-10-09,Beauty & Personal Care,Face Serum,8,38.12,0.16,256.17,Bank Transfer,In-Store,East,VIP,4.2,0.0
TXN-103353,CUST-2333,2023-06-01,Home & Kitchen,Vacuum Cleaner,1,183.83,0.03,178.32,Debit Card,Online,West,Premium,2.5,0.0
TXN-102135,CUST-3951,2022-12-07,Home & Kitchen,Blender,6,58.7,0.08,324.02,PayPal,UNKNOWN,South,VIP,1.0,0.0
TXN-106548,CUST-4285,2024-12-02,Sports & Outdoors,Tennis Racket,10,74.57,0.19,604.02,Debit Card,In-Store,East,Regular,2.2,0.0
TXN-108451,CUST-1264,2024-09-27,Automotive,Car Phone Mount,2,19.8,0.28,28.51,PayPal,Online,West,New,1.7,0.0
TXN-105398,CUST-2638,2024-01-14,Electronics,Webcam,3,87.13,0.01,258.78,Debit Card,Online,Central,Regular,4.9,0.0
TXN-107806,CUST-1015,2023-03-26,Beauty & Personal Care,Sunscreen SPF50,3,19.24,0.21,45.6,Debit Card,Mobile App,North,New,,0.0
TXN-106033,CUST-2418,2022-06-17,Toys & Games,Card Game Bundle,7,14.5,0.11,90.34,Credit Card,In-Store,East,VIP,2.5,0.0
TXN-105697,CUST-2587,2024-05-11,Clothing,Running Shoes,8,84.81,0.07,630.99,Credit Card,Mobile App,West,New,4.6,1.0
TXN-103073,CUST-2958,2023-11-12,Books,Deep Work,5,19.39,0.09,88.22,Debit Card,In-Store,North,VIP,1.7,0.0
TXN-103634,CUST-1808,2024-10-02,Toys & Games,Card Game Bundle,3,16.32,0.17,40.64,Cash,Online,North,Regular,2.7,0.0
TXN-106665,CUST-1592,2023-10-11,Clothing,Running Shoes,4,97.39,0.09,354.5,Debit Card,In-Store,West,New,3.6,1.0
TXN-107293,CUST-4134,2024-11-12,Electronics,Monitor,9,316.68,0.3,1995.08,Bank Transfer,Online,South,New,2.8,0.0
TXN-105328,CUST-4879,2024-01-05,Sports & Outdoors,Protein Powder,9,53.16,0.18,392.32,PayPal,In-Store,West,New,2.5,0.0
TXN-107490,CUST-1370,2023-10-16,Electronics,Webcam,10,87.34,0.1,786.06,Debit Card,Mobile App,East,New,1.6,0.0
TXN-105573,CUST-3971,2023-04-21,Clothing,Running Shoes,9,96.6,0.0,869.4,Debit Card,Online,West,Regular,3.8,0.0
TXN-105303,CUST-1550,2024-08-26,Automotive,Jump Starter,7,86.75,0.26,449.37,Cash,Mobile App,West,Regular,1.4,1.0
TXN-106571,CUST-2700,2023-11-10,Electronics,Smart Watch,8,250.4,0.1,1802.88,PayPal,Online,,Premium,2.1,1.0
TXN-109798,CUST-3925,2024-06-21,Clothing,Running Shoes,10,91.15,0.24,692.74,Credit Card,,West,VIP,3.6,
TXN-109090,CUST-4827,2023-10-11,Clothing,Cap,10,21.14,0.23,162.78,PayPal,Online,North,,1.3,0.0
TXN-107500,CUST-1160,2023-02-28,Clothing,Backpack,10,59.99,0.09,545.91,Debit Card,In-Store,East,VIP,3.2,1.0
TXN-105727,CUST-4807,2023-01-10,Electronics,Monitor,2,$283.06,,464.22,Credit Card,In-Store,East,VIP,1.9,0.0
TXN-107573,CUST-3422,2023-11-15,Sports & Outdoors,Treadmill,4,650.01,0.06,2444.04,PayPal,Online,West,New,3.0,0.0
TXN-103959,CUST-1855,2024-07-15,Automotive,Car Air Freshener,4,10.42,0.12,36.68,Cash,Online,North,VIP,1.7,0.0
TXN-109134,CUST-3667,2022-09-26,Automotive,Car Phone Mount,5,21.81,0.22,85.06,PayPal,Mobile App,North,New,,0.0
TXN-108128,CUST-4191,2024-10-22,Books,Deep Work,2,16.22,0.3,22.71,Bank Transfer,In-Store,North,VIP,2.0,0.0
TXN-101113,CUST-1839,2023-09-27,Sports & Outdoors,Water Bottle,7,25.83,0.2,144.65,Debit Card,Online,North,New,4.3,0.0
TXN-105079,CUST-2664,2022-07-16,Books,Business Analytics,1,38.82,0.22,30.28,PayPal,Online,Central,Regular,4.3,0.0
TXN-105126,CUST-1913,2023-01-12,Sports & Outdoors,Treadmill,1,588.91,0.29,418.13,Debit Card,In-Store,North,New,3.5,0.0
TXN-106270,CUST-4698,2024-02-05,Automotive,Car Air Freshener,6,10.66,0.29,45.41,Credit Card,In-Store,North,New,4.8,0.0
TXN-109673,CUST-4908,2024-02-19,Electronics,Smartphone,4,719.23,0.13,2502.92,Debit Card,Mobile App,South,New,2.4,1.0
TXN-106998,CUST-2894,07-11-2023,Sports & Outdoors,Sleeping Bag,5,82.04,0.21,324.06,Credit Card,Online,Central,New,4.0,1.0
TXN-101653,CUST-3928,16-10-2022,Toys & Games,Remote Control Car,3,47.17,,137.26,PayPal,In-Store,South,Regular,1.8,0.0
TXN-105367,CUST-3382,2024-10-08,Sports & Outdoors,Treadmill,1,616.58,0.26,456.27,Bank Transfer,Mobile App,North,New,3.9,1.0
TXN-100278,CUST-1356,2022-05-18,Sports & Outdoors,Protein Powder,5,53.33,0.1,239.98,PayPal,Mobile App,West,VIP,4.4,1.0
TXN-105827,CUST-3950,2022-04-07,Books,SQL Mastery,3,32.69,0.01,97.09,Debit Card,Mobile App,South,New,4.1,1.0
TXN-108795,CUST-3982,2023-12-06,Sports & Outdoors,Treadmill,2,578.69,0.22,902.76,PayPal,In-Store,South,New,1.2,0.0
TXN-102100,CUST-1536,2022-05-30,Sports & Outdoors,Cycling Helmet,5,62.21,0.26,230.18,Bank Transfer,In-Store,East,New,4.5,0.0
TXN-105779,CUST-1051,2022-03-18,Books,Python for Data Science,2,39.89,0.04,76.59,Bank Transfer,,North,New,2.5,1.0
TXN-102569,CUST-4957,2022-05-08,Home & Kitchen,Cookware Set,4,156.03,0.26,461.85,PayPal,In-Store,West,VIP,3.5,1.0
TXN-108971,CUST-4382,2023-12-21,Home & Kitchen,Air Fryer,6,97.75,0.19,475.07,Credit Card,Mobile App,Central,VIP,3.3,0.0
TXN-109275,CUST-4818,2023-10-23,Books,The Pragmatic Programmer,2,48.68,0.11,86.65,Cash,Mobile App,East,Premium,1.4,1.0
TXN-107533,CUST-2517,2022-08-12,Books,Python for Data Science,4,41.27,0.22,128.76,Cash,In-Store,East,Premium,3.7,0.0
TXN-105494,CUST-1110,2023-07-31,Automotive,Car Phone Mount,6,19.48,0.09,106.36,Debit Card,Mobile App,East,New,2.3,0.0
TXN-100798,CUST-3851,2022-02-23,Electronics,Wireless Headphones,3,138.51,0.11,369.82,PayPal,Online,North,Regular,3.7,0.0
TXN-108629,CUST-2439,2023-01-06,Beauty & Personal Care,Lip Balm Pack,6,13.46,0.06,75.91,PayPal,Online,South,VIP,1.7,0.0
TXN-101419,CUST-2925,2024-05-01,Sports & Outdoors,Yoga Mat,4,30.66,0.27,89.53,Credit Card,In-Store,Central,New,1.4,0.0
TXN-104243,CUST-2336,2024-05-01,Electronics,Wireless Headphones,5,154.29,0.07,717.45,Bank Transfer,Online,East,Premium,3.2,1.0
TXN-103220,CUST-2940,2022-03-06,Automotive,Tire Inflator,5,44.35,0.27,161.88,Cash,In-Store,Central,New,3.6,0.0
TXN-100286,CUST-3403,2024-08-29,Electronics,Smart Watch,10,243.61,0.13,2119.41,Bank Transfer,Online,East,Premium,4.4,0.0
TXN-107599,CUST-1605,2023-02-25,Toys & Games,Lego Creator Set,2,73.69,0.12,129.69,Bank Transfer,In-Store,North,Regular,2.2,0.0
TXN-104409,CUST-3000,2024-03-15,Clothing,Yoga Pants,5,46.3,0.1,208.35,Bank Transfer,Online,West,Regular,4.1,0.0
TXN-103409,CUST-2174,2024-10-11,Beauty & Personal Care,Lip Balm Pack,3,12.71,0.02,37.37,PayPal,Online,East,Premium,4.0,0.0
TXN-106811,CUST-1788,2024-10-07,Books,Business Analytics,8,40.16,,311.64,Bank Transfer,In-Store,West,New,2.7,1.0
TXN-100471,CUST-3560,2024-03-18,Books,Machine Learning Basics,1,37.52,0.07,34.89,Debit Card,Mobile App,West,New,2.5,1.0
TXN-108500,CUST-4627,2023-10-19,Books,Machine Learning Basics,N/A,38.43,0.04,73.79,Debit Card,In-Store,North,New,3.4,0.0
TXN-106907,CUST-4602,2022-07-27,Electronics,Gaming Mouse,1,59.25,,56.88,PayPal,Online,North,Regular,1.1,0.0
TXN-108173,CUST-1778,2024-06-10,Clothing,Cap,3,18.96,0.18,46.64,Cash,Online,South,Regular,4.5,0.0
TXN-108940,CUST-2658,2024-03-03,Automotive,Car Air Freshener,3,9.28,0.05,26.45,Debit Card,ERROR,West,Regular,2.6,0.0
TXN-100652,CUST-4363,2023-02-06,Books,Python for Data Science,10,38.24,0.06,359.46,PayPal,In-Store,,New,1.7,0.0
TXN-108432,CUST-1375,2022-11-16,Books,Business Analytics,3,$37.0,0.17,92.13,PayPal,Mobile App,,Premium,1.5,0.0
TXN-105490,CUST-1827,2022-02-06,Toys & Games,Remote Control Car,2,54.94,0.02,107.68,Credit Card,Mobile App,West,VIP,1.8,1.0
TXN-106910,CUST-4660,2024-04-02,Home & Kitchen,Rice Cooker,7,41.38,0.23,223.04,Credit Card,Online,South,VIP,4.4,0.0
TXN-104196,CUST-1722,2024-01-08,Home & Kitchen,Bed Sheets Set,N/A,52.64,0.09,239.51,Credit Card,Online,West,Regular,2.4,1.0
TXN-103374,CUST-4314,2023-06-17,Automotive,Steering Wheel Cover,6,27.03,0.15,137.85,Credit Card,Online,Central,Regular,1.1,0.0
TXN-104062,CUST-4953,2022-11-01,Electronics,Tablet,7,328.25,0.02,2251.8,Bank Transfer,Online,East,VIP,2.2,1.0
TXN-105939,CUST-2347,2022-06-21,Toys & Games,Action Figure Set,4,28.74,0.18,94.27,Cash,In-Store,Central,VIP,3.2,0.0
TXN-108612,CUST-4795,2023-11-23,Toys & Games,Play-Doh Kit,7,24.09,0.08,155.14,Cash,In-Store,East,VIP,4.4,0.0
TXN-104329,CUST-3138,2024-03-27,Automotive,Car Air Freshener,4,10.1,0.17,33.53,,Mobile App,South,VIP,3.1,0.0
TXN-100835,CUST-1438,2022-09-09,Electronics,Monitor,2,322.01,0.14,553.86,Cash,Online,East,Premium,1.4,
TXN-107889,CUST-3451,2024-03-14,Sports & Outdoors,Treadmill,5,549.59,0.11,2445.68,Cash,Mobile App,Central,Premium,1.3,0.0
TXN-106210,CUST-4008,2024-04-12,Sports & Outdoors,Treadmill,10,567.27,0.16,4765.07,Debit Card,In-Store,East,Premium,2.6,0.0
TXN-108289,CUST-1970,2023-09-16,Books,The Pragmatic Programmer,2,48.83,0.2,78.13,PayPal,Online,East,Premium,1.5,0.0
TXN-101926,CUST-1124,2024-05-16,Toys & Games,Board Game Pack,3,37.17,0.09,101.47,PayPal,In-Store,East,New,4.5,0.0
TXN-102211,CUST-1423,28/04/2024,Automotive,Tire Inflator,8,47.98,0.25,287.88,PayPal,Mobile App,East,New,1.9,1.0
TXN-102347,CUST-2584,2022-02-11,Clothing,Sneakers,4,72.58,0.18,238.06,Debit Card,Mobile App,North,New,3.6,0.0
TXN-100063,CUST-4784,2023-04-24,Beauty & Personal Care,Shampoo Set,8,26.0,0.02,203.84,Debit Card,Mobile App,Central,Premium,2.7,1.0
TXN-100494,CUST-3271,2022-12-28,Clothing,Sunglasses,5,36.81,0.19,149.08,Credit Card,Online,South,VIP,3.8,0.0
TXN-107787,CUST-2983,2023-09-20,Electronics,Smartphone,5,638.25,0.2,2553.0,Bank Transfer,In-Store,West,VIP,4.4,0.0
TXN-103613,CUST-1627,2024-10-30,Beauty & Personal Care,Face Serum,10,34.66,0.16,291.14,Debit Card,In-Store,West,VIP,3.5,1.0
TXN-101977,CUST-1317,2024-12-10,Clothing,Sunglasses,6,34.44,0.09,188.04,Bank Transfer,Mobile App,Central,Regular,4.4,0.0
TXN-108769,CUST-2282,2023-09-25,Sports & Outdoors,Sleeping Bag,4,84.57,0.26,250.33,Bank Transfer,Mobile App,Central,VIP,4.7,0.0
TXN-106871,CUST-1776,2022-12-30,Books,The Pragmatic Programmer,1,43.32,0.25,32.49,Cash,Mobile App,Central,Premium,2.3,0.0
TXN-105807,CUST-2946,2022-11-24,Clothing,Sneakers,2pcs,74.83,0.22,116.73,PayPal,Online,West,VIP,2.8,0.0
TXN-105765,CUST-2225,2024-05-04,Sports & Outdoors,Resistance Bands,3,21.89,0.04,63.04,Bank Transfer,In-Store,South,Premium,2.8,0.0
TXN-102825,CUST-4850,2024-07-24,Beauty & Personal Care,Face Serum,6,33.77,0.04,194.52,Cash,In-Store,South,New,3.5,0.0
TXN-102774,CUST-1508,2022-04-21,Automotive,Tire Inflator,6,44.41,0.05,253.14,Debit Card,In-Store,South,Regular,4.6,1.0
TXN-106455,CUST-2401,2023-10-29,Beauty & Personal Care,Lip Balm Pack,8,12.73,0.09,92.67,Credit Card,Online,West,VIP,3.6,1.0
TXN-105624,CUST-4975,2022-11-23,Sports & Outdoors,Jump Rope,9,15.48,0.07,129.57,Bank Transfer,In-Store,South,New,1.5,
TXN-107893,CUST-4173,2024-02-21,Books,N/A,10,44.85,0.04,430.56,UNKNOWN,Online,West,New,1.8,0.0
TXN-102702,CUST-1142,2024-10-24,Electronics,Gaming Mouse,6,$54.13,0.25,243.59,PayPal,In-Store,West,VIP,2.4,0.0
TXN-108398,CUST-1899,2024-01-06,Toys & Games,Remote Control Car,6,50.47,0.26,224.09,Credit Card,N/A,North,New,2.9,1.0
TXN-102789,CUST-3456,2024-01-16,Electronics,Laptop,5,898.81,0.26,3325.6,Debit Card,Mobile App,East,New,2.8,0.0
TXN-101695,CUST-1770,2024-09-06,Electronics,Smartphone,2,701.65,0.11,1248.94,Debit Card,Online,,New,1.4,0.0
TXN-104448,CUST-3552,2023-08-03,Clothing,Cap,2,20.26,0.09,36.87,Credit Card,Mobile App,East,Regular,2.2,0.0
TXN-108517,CUST-1358,2023-02-16,Books,Atomic Habits,3,20.05,0.08,55.34,Credit Card,Online,North,Regular,1.2,0.0
TXN-103067,CUST-2307,2023-04-22,Beauty & Personal Care,Electric Toothbrush,4,51.76,0.18,169.77,PayPal,Mobile App,East,Premium,3.8,1.0
TXN-106431,CUST-1638,2022-12-15,Books,Deep Work,9,17.49,0.16,132.22,Cash,Mobile App,East,Regular,3.3,0.0
TXN-104962,CUST-1407,2022-10-22,Sports & Outdoors,Treadmill,4,587.21,0.1,2113.96,PayPal,In-Store,Central,Premium,2.2,0.0
TXN-102268,CUST-2962,2024-10-14,Clothing,Backpack,7,59.56,0.12,366.89,Debit Card,In-Store,South,Regular,4.9,0.0
TXN-104920,CUST-2529,2022-02-19,Toys & Games,Lego Creator Set,5,85.18,0.13,370.53,Credit Card,Mobile App,East,VIP,3.6,0.0
