transaction_id,customer_id,transaction_date,category,item,quantity,unit_price,discount,total_spent,payment_method,location,region,customer_segment,rating,returned,year,month_year
TXN-105465,CUST-1808,2022-12-03,Automotive,Dash Cam,10.0,81.49,0.13,708.963,Cash,Mobile App,Central,Regular,2.1,0,2022,2022-12
TXN-106654,CUST-2335,2023-03-26,Automotive,Car Floor Mats,6.0,31.81,0.19,154.5966,Bank Transfer,In-Store,East,VIP,1.4,0,2023,2023-03
TXN-109742,CUST-3147,2022-03-12,Books,Business Analytics,1.0,36.45,0.18,29.889000000000003,Cash,Mobile App,West,New,2.8,0,2022,2022-03
TXN-108192,CUST-2646,2023-10-28,Books,Machine Learning Basics,8.0,33.38,0.21,210.96160000000003,Credit Card,Online,West,Regular,2.9,0,2023,2023-10
TXN-106252,CUST-1077,2023-07-09,Books,Statistics 101,5.0,25.49,0.23,98.1365,PayPal,Online,East,VIP,2.6,0,2023,2023-07
TXN-103219,CUST-3217,2024-04-02,Sports & Outdoors,Cycling Helmet,8.0,54.25,0.06,407.96,Bank Transfer,In-Store,North,Regular,2.2,0,2024,2024-04
TXN-109913,CUST-3065,2024-11-08,Toys & Games,Jigsaw Puzzle,4.0,20.63,0.04,79.21919999999999,PayPal,In-Store,East,VIP,1.5,0,2024,2024-11
TXN-100100,CUST-2440,2023-10-02,Books,Data Structures,1.0,53.67,0.29,38.1057,Credit Card,Mobile App,Central,Premium,1.6,0,2023,2023-10
TXN-106030,CUST-1546,2024-08-09,Beauty & Personal Care,Sunscreen SPF50,3.0,19.36,0.19,47.0448,Debit Card,Online,West,VIP,4.0,1,2024,2024-08
TXN-101209,CUST-2243,2023-12-01,Electronics,Bluetooth Speaker,5.0,76.43,0.14,328.649,Bank Transfer,Mobile App,East,VIP,4.4,0,2023,2023-12
TXN-108844,CUST-3798,2023-02-18,Clothing,Sneakers,4.0,74.21,0.2,237.47199999999998,Credit Card,In-Store,North,New,4.7,0,2023,2023-02
TXN-103914,CUST-2424,2023-10-13,Books,Python for Data Science,8.0,41.04,0.06,308.6208,Cash,In-Store,North,New,1.8,0,2023,2023-10
TXN-105683,CUST-1148,2023-10-03,Beauty & Personal Care,Hair Dryer,2.0,40.91,0.29,58.09219999999999,Credit Card,In-Store,South,Premium,3.3,0,2023,2023-10
TXN-100432,CUST-1549,2024-09-03,Sports & Outdoors,Water Bottle,1.0,23.65,0.11,21.0485,Bank Transfer,Mobile App,West,VIP,1.7,0,2024,2024-09
TXN-105297,CUST-2483,2023-07-13,Books,Machine Learning Basics,2.0,38.2,0.0,76.4,Cash,Online,North,Premium,1.3,0,2023,2023-07
TXN-102314,CUST-2224,2023-07-22,Automotive,USB Car Charger,2.0,14.61,0.05,27.758999999999997,Credit Card,Online,Central,Premium,2.4,0,2023,2023-07
TXN-107249,CUST-4254,2022-08-22,Clothing,Winter Jacket,2.0,139.92,0.23,215.4768,Cash,Mobile App,South,VIP,4.8,0,2022,2022-08
TXN-103474,CUST-3790,2024-06-10,Toys & Games,Nerf Blaster,3.0,25.19,0.21599999999999997,59.24688000000001,Debit Card,Online,Central,Premium,3.6,1,2024,2024-06
TXN-105883,CUST-4106,2022-04-19,Automotive,Jump Starter,3.0,87.27,0.22,204.2118,Bank Transfer,Online,Central,Regular,3.3,0,2022,2022-04
TXN-106059,CUST-3690,2024-07-26,Automotive,Car Air Freshener,3.0,10.52,0.1,28.404,Cash,Mobile App,West,New,2.9,0,2024,2024-07
TXN-100052,CUST-1998,2024-07-12,Beauty & Personal Care,Sunscreen SPF50,2.0,21.4,0.08,39.376,PayPal,Mobile App,Central,New,2.3,0,2024,2024-07
TXN-103816,CUST-3915,2022-03-01,Home & Kitchen,Vacuum Cleaner,5.0,191.87,0.19,777.0735000000001,Debit Card,In-Store,North,VIP,4.2,0,2022,2022-03
TXN-105642,CUST-2055,2024-03-02,Electronics,Tablet,4.0,340.94,0.05,1295.572,Debit Card,Online,East,Regular,2.6,1,2024,2024-03
TXN-106462,CUST-4355,2023-12-27,Clothing,Backpack,10.0,58.64,0.25,439.79999999999995,PayPal,Mobile App,North,New,1.6,0,2023,2023-12
TXN-101098,CUST-3659,2022-03-02,Sports & Outdoors,Tennis Racket,3.0,76.71,0.25,172.5975,PayPal,Mobile App,North,VIP,1.4,0,2022,2022-03
TXN-107474,CUST-4841,2024-06-23,Home & Kitchen,Coffee Maker,3.0,69.61,0.21,164.9757,Credit Card,In-Store,East,Regular,4.4,0,2024,2024-06
TXN-102567,CUST-3469,2024-11-22,Clothing,Cap,7.0,18.83,0.27,96.2213,Credit Card,In-Store,South,VIP,4.4,1,2024,2024-11
TXN-108590,CUST-1273,2023-03-26,Toys & Games,Nerf Blaster,6.0,26.76,0.0,160.56,Debit Card,Online,North,Premium,1.1,0,2023,2023-03
TXN-107663,CUST-4215,2022-04-14,Clothing,Dress Shirt,8.0,40.89,0.17,271.5096,Cash,Mobile App,West,ERROR,4.2,0,2022,2022-04
TXN-109599,CUST-1209,2024-07-23,Books,Deep Work,2.0,17.1,0.06,32.148,Debit Card,Mobile App,Central,VIP,1.9,0,2024,2024-07
TXN-101139,CUST-4009,2022-01-22,Clothing,Yoga Pants,3.0,45.45,0.26,100.89900000000002,Bank Transfer,In-Store,East,New,1.8,0,2022,2022-01
TXN-108463,CUST-2002,2022-10-16,Electronics,Monitor,3.0,299.55,0.21,709.9335000000001,Debit Card,In-Store,South,Regular,1.8,1,2022,2022-10
TXN-105692,CUST-1015,2024-05-31,Sports & Outdoors,Protein Powder,1.0,51.22,0.21,40.4638,Bank Transfer,Online,West,New,4.9,0,2024,2024-05
TXN-106872,CUST-1421,2023-04-08,Clothing,Hoodie,1.0,52.03,0.12,45.7864,Cash,Mobile App,North,VIP,1.1,0,2023,2023-04
TXN-103581,CUST-4044,2024-12-18,Automotive,Car Floor Mats,2.0,35.5,0.11,63.19,Debit Card,In-Store,East,VIP,4.6,0,2024,2024-12
TXN-103308,CUST-2681,2022-11-17,Books,Business Analytics,5.0,39.12,0.15,166.26,Bank Transfer,Mobile App,East,ERROR,2.1,0,2022,2022-11
TXN-108514,CUST-2336,2024-12-14,Automotive,Jump Starter,6.0,79.9,0.09,436.254,PayPal,Online,North,New,3.9,0,2024,2024-12
TXN-105169,CUST-2679,2024-01-04,Electronics,Bluetooth Speaker,8.0,84.41,0.05,641.516,Debit Card,Online,South,Premium,3.0,0,2024,2024-01
TXN-109225,CUST-2857,2024-07-20,Sports & Outdoors,Yoga Mat,7.0,32.53,0.04,218.6016,Bank Transfer,Mobile App,South,Premium,3.2,0,2024,2024-07
TXN-107482,CUST-4435,2023-12-29,Home & Kitchen,Vacuum Cleaner,8.0,198.09,0.23,1220.2344,PayPal,Mobile App,South,Regular,4.2,1,2023,2023-12
TXN-103785,CUST-4906,2022-08-06,Books,Clean Code,1.0,32.92,0.16,27.6528,Cash,In-Store,North,Regular,3.9,0,2022,2022-08
TXN-102216,CUST-1433,2023-12-02,Sports & Outdoors,Water Bottle,3.0,25.65,0.256,57.25079999999999,PayPal,Online,North,Premium,2.3,0,2023,2023-12
TXN-105539,CUST-4007,2024-01-28,Toys & Games,Chess Set,3.0,40.53,0.24,92.4084,Cash,Mobile App,Central,New,1.8,1,2024,2024-01
TXN-106201,CUST-2611,2023-06-17,Beauty & Personal Care,Electric Toothbrush,3.0,47.68,0.1,128.736,Debit Card,Mobile App,Central,Premium,1.8,0,2023,2023-06
TXN-109600,CUST-1957,2022-11-15,Beauty & Personal Care,Sunscreen SPF50,8.0,21.85,0.13,152.07600000000002,Credit Card,Online,North,Premium,1.2,0,2022,2022-11
TXN-102563,CUST-1330,2023-01-05,Automotive,Steering Wheel Cover,8.0,27.08,0.3,151.64799999999997,Debit Card,Online,North,New,1.7,0,2023,2023-01
TXN-100325,CUST-1835,2023-08-28,Beauty & Personal Care,Shampoo Set,1.0,23.22,0.21,18.3438,Bank Transfer,In-Store,East,New,1.4,1,2023,2023-08
TXN-102092,CUST-2791,2023-06-16,Home & Kitchen,Kitchen Knife Set,2.0,93.64,0.06,176.04319999999998,Debit Card,Mobile App,Central,New,2.5,0,2023,2023-06
TXN-108079,CUST-3571,2024-04-02,Clothing,Hoodie,8.0,48.04,0.02,376.6336,Credit Card,Mobile App,South,New,4.6,1,2024,2024-04
TXN-102245,CUST-2752,2024-10-01,Books,Python for Data Science,4.0,43.83,0.16,147.2688,Cash,Online,East,Regular,3.5,0,2024,2024-10
TXN-100799,CUST-1323,2022-10-17,Automotive,Car Floor Mats,1.0,37.58,0.04,36.0768,Cash,In-Store,North,New,1.6,0,2022,2022-10
TXN-108772,CUST-4385,2022-08-19,Automotive,Tire Inflator,1.0,49.4,0.24,37.544,PayPal,Mobile App,East,Premium,2.7,0,2022,2022-08
TXN-104819,CUST-3621,2022-03-18,Clothing,Dress Shirt,2.0,38.49,0.0,76.98,Cash,Mobile App,Central,New,1.0,0,2022,2022-03
TXN-100709,CUST-2631,2024-01-07,Automotive,Seat Covers Set,8.0,47.71,0.02,374.0464,PayPal,In-Store,West,New,2.7,1,2024,2024-01
TXN-105227,CUST-3537,2024-09-04,Toys & Games,Jigsaw Puzzle,8.0,18.95,0.154,128.25359999999998,Debit Card,Mobile App,West,VIP,4.6,0,2024,2024-09
TXN-105356,CUST-1325,2022-04-05,Home & Kitchen,Bed Sheets Set,4.0,46.64,0.22,145.51680000000002,Bank Transfer,Mobile App,North,VIP,3.3,0,2022,2022-04
TXN-100511,CUST-1354,2023-04-16,Beauty & Personal Care,Beard Trimmer,10.0,41.9,0.27,305.87,PayPal,Mobile App,West,Premium,3.4,0,2023,2023-04
TXN-106914,CUST-3541,2022-02-24,Toys & Games,Nerf Blaster,9.0,22.84,0.2,164.448,Credit Card,In-Store,North,Premium,3.3200000000000003,0,2022,2022-02
TXN-101427,CUST-2586,2024-01-21,Sports & Outdoors,Treadmill,9.0,652.21,0.1,5282.901000000001,Debit Card,In-Store,South,Regular,2.0,0,2024,2024-01
TXN-106396,CUST-4091,2024-10-05,Sports & Outdoors,Protein Powder,6.0,51.55,0.11,275.277,PayPal,Mobile App,West,VIP,3.2,0,2024,2024-10
TXN-107469,CUST-3737,2023-12-21,Books,Python for Data Science,10.0,43.61,0.14,375.046,Bank Transfer,Mobile App,Central,Regular,4.1,0,2023,2023-12
TXN-106561,CUST-4550,2022-12-16,Sports & Outdoors,Yoga Mat,6.0,27.17,0.23,125.5254,Credit Card,Mobile App,South,Premium,2.3,1,2022,2022-12
TXN-101597,CUST-1069,2023-07-11,Clothing,Running Shoes,6.0,91.18,0.1,492.37200000000007,Bank Transfer,Mobile App,North,New,3.4,0,2023,2023-07
TXN-105301,CUST-1398,2022-07-01,Electronics,Smart Watch,8.0,247.37,0.14,1701.9056,Credit Card,In-Store,East,Premium,4.1,0,2022,2022-07
TXN-106395,CUST-3410,2024-03-05,Automotive,Steering Wheel Cover,2.0,27.25,0.25,40.875,Credit Card,Mobile App,Central,New,1.6,0,2024,2024-03
TXN-100112,CUST-3422,2023-07-17,Home & Kitchen,Bed Sheets Set,8.0,45.67,0.19,295.94160000000005,Credit Card,Online,Central,Regular,2.2,0,2023,2023-07
TXN-102488,CUST-2789,2022-05-23,Electronics,Webcam,9.0,86.3,0.14,667.9619999999999,Cash,Online,Central,New,4.0,0,2022,2022-05
TXN-103599,CUST-3702,2024-02-09,Beauty & Personal Care,Beard Trimmer,2.0,42.9,0.18,70.35600000000001,Debit Card,Online,Central,New,1.7,0,2024,2024-02
TXN-109708,CUST-2937,2024-10-01,Beauty & Personal Care,Face Serum,9.0,36.48,0.04,315.18719999999996,PayPal,In-Store,South,New,3.6,0,2024,2024-10
TXN-100896,CUST-2221,2024-11-25,Toys & Games,Play-Doh Kit,10.0,24.71,0.02,242.15800000000002,Credit Card,In-Store,North,ERROR,1.2,1,2024,2024-11
TXN-106645,CUST-3219,2022-11-20,Automotive,Car Vacuum,7.0,40.75,0.21,225.3475,PayPal,Online,North,Premium,4.5,0,2022,2022-11
TXN-104225,CUST-1541,2023-03-18,Electronics,Monitor,1.0,311.33,0.02,305.10339999999997,Debit Card,Mobile App,West,New,4.0,0,2023,2023-03
TXN-105936,CUST-1826,2023-03-22,Sports & Outdoors,Tennis Racket,3.0,68.44,0.07,190.9476,Bank Transfer,In-Store,Central,VIP,2.4,0,2023,2023-03
TXN-107473,CUST-2757,2022-08-02,Sports & Outdoors,Yoga Mat,4.0,29.5,0.17,97.94,Credit Card,In-Store,South,Premium,2.8,0,2022,2022-08
TXN-104378,CUST-2832,2024-12-16,Sports & Outdoors,Dumbbells Set,8.0,93.52,0.09,680.8256,Debit Card,Online,North,New,4.5,0,2024,2024-12
TXN-104771,CUST-3656,2023-06-13,Sports & Outdoors,Tennis Racket,3.0,71.74,0.05,204.45899999999997,Debit Card,Online,East,VIP,3.9,0,2023,2023-06
TXN-107399,CUST-1920,2022-06-02,Clothing,Backpack,7.0,50.1,0.24,266.532,Debit Card,Online,Central,Premium,1.4,1,2022,2022-06
TXN-101299,CUST-1393,2024-01-01,Sports & Outdoors,Treadmill,10.0,620.37,0.17,5149.071,PayPal,Online,Central,Premium,4.6,0,2024,2024-01
TXN-107104,CUST-3333,2024-01-01,Beauty & Personal Care,Sunscreen SPF50,2.0,18.3,0.19,29.646000000000004,Bank Transfer,Online,East,VIP,2.4,0,2024,2024-01
TXN-100173,CUST-2809,2024-12-01,Sports & Outdoors,Water Bottle,3.0,25.17,0.1,67.959,Credit Card,Mobile App,South,New,1.4,0,2024,2024-12
TXN-106637,CUST-1093,2024-08-21,Home & Kitchen,Coffee Maker,2.0,67.25,0.1,121.05,Bank Transfer,Mobile App,East,Premium,4.4,0,2024,2024-08
TXN-106236,CUST-2238,2022-05-07,Electronics,Wireless Headphones,6.0,136.53,0.05,778.221,Bank Transfer,In-Store,North,VIP,4.7,1,2022,2022-05
TXN-108166,CUST-2814,2024-10-07,Home & Kitchen,Kitchen Knife Set,4.0,91.2,0.19,295.48800000000006,Debit Card,In-Store,East,Regular,4.3,0,2024,2024-10
TXN-100911,CUST-4318,2023-06-22,Electronics,Monitor,6.0,315.26,0.09200000000000001,1717.53648,Bank Transfer,In-Store,North,VIP,3.9,1,2023,2023-06
TXN-109785,CUST-4291,2023-02-09,Sports & Outdoors,Treadmill,8.0,560.32,0.11,3989.4784000000004,Debit Card,Online,South,New,4.5,0,2023,2023-02
TXN-103696,CUST-2808,2023-05-08,Home & Kitchen,Blender,4.0,56.22,0.13,195.6456,Debit Card,Mobile App,South,New,2.0,0,2023,2023-05
TXN-105004,CUST-4317,2024-10-01,Home & Kitchen,Bed Sheets Set,1.0,47.09,0.12,41.43920000000001,Debit Card,Online,North,New,5.0,0,2024,2024-10
TXN-103459,CUST-4538,2023-05-11,Sports & Outdoors,Protein Powder,2.0,50.07,0.26,74.1036,PayPal,Mobile App,South,VIP,4.8,0,2023,2023-05
TXN-100047,CUST-1816,2023-05-22,Sports & Outdoors,Resistance Bands,1.0,21.11,0.248,15.87472,Credit Card,Mobile App,South,Premium,1.5,0,2023,2023-05
TXN-103686,CUST-2381,2024-04-18,Books,The Pragmatic Programmer,4.0,41.76,0.06,157.0176,Bank Transfer,In-Store,Central,Regular,4.4,1,2024,2024-04
TXN-104469,CUST-1384,2022-04-19,Books,Statistics 101,2.0,25.65,0.25,38.474999999999994,Debit Card,Online,North,Premium,1.8,0,2022,2022-04
TXN-109754,CUST-3741,2024-04-10,Books,Business Analytics,7.0,40.57,0.15,241.3915,Cash,Online,East,Premium,4.4,1,2024,2024-04
TXN-105721,CUST-3019,2024-05-14,Home & Kitchen,Cookware Set,6.0,147.8,0.27,647.364,Bank Transfer,Mobile App,South,New,2.5,0,2024,2024-05
TXN-104980,CUST-2453,2024-04-06,Books,Statistics 101,7.0,27.61,0.3,135.289,PayPal,In-Store,East,Premium,3.2,1,2024,2024-04
TXN-102738,CUST-3563,2023-06-01,Automotive,Car Phone Mount,4.0,19.22,0.24,58.428799999999995,Bank Transfer,In-Store,North,New,3.9,1,2023,2023-06
TXN-102971,CUST-1296,2023-01-14,Automotive,Dash Cam,7.0,83.53,0.27,426.8383,Cash,In-Store,North,Regular,3.2,0,2023,2023-01
TXN-100433,CUST-4131,2024-04-16,Automotive,USB Car Charger,4.0,13.9,0.07,51.708,Credit Card,Online,West,Premium,4.0,0,2024,2024-04
TXN-104327,CUST-2294,2023-06-07,Electronics,Mechanical Keyboard,1.0,131.07,0.01,129.7593,Bank Transfer,Mobile App,Central,New,2.1,0,2023,2023-06
TXN-102029,CUST-3022,2024-03-06,Books,Atomic Habits,4.0,18.61,0.26,55.0856,Bank Transfer,In-Store,East,Regular,2.4,0,2024,2024-03
TXN-107740,CUST-4103,2022-07-28,Sports & Outdoors,Dumbbells Set,5.0,89.71,0.12,394.724,Cash,Mobile App,East,VIP,4.5,0,2022,2022-07
TXN-107095,CUST-3539,2022-08-09,Home & Kitchen,Kitchen Knife Set,7.0,89.38,0.26,462.98839999999996,Credit Card,Online,South,VIP,2.0,0,2022,2022-08
TXN-108115,CUST-3505,2023-05-31,Books,Atomic Habits,3.0,19.3,0.08,53.26800000000001,Cash,Mobile App,East,New,4.7,1,2023,2023-05
TXN-106102,CUST-3944,2023-01-06,Sports & Outdoors,Sleeping Bag,3.0,86.88,0.09,237.1824,Cash,Mobile App,East,VIP,1.6,0,2023,2023-01
TXN-107276,CUST-2166,2024-10-16,Beauty & Personal Care,Electric Toothbrush,9.0,47.86,0.25,323.055,PayPal,In-Store,Central,Regular,2.7,0,2024,2024-10
TXN-106411,CUST-2927,2024-12-04,Beauty & Personal Care,Perfume Set,8.0,84.59,0.0,676.72,PayPal,In-Store,South,Regular,4.1,0,2024,2024-12
TXN-101992,CUST-3713,2022-10-29,Books,SQL Mastery,3.0,34.35,0.18,84.50100000000002,PayPal,In-Store,North,New,4.8,0,2022,2022-10
TXN-103441,CUST-1034,2024-08-13,Beauty & Personal Care,Face Cream,3.0,28.37,0.19,68.93910000000001,Cash,Online,Central,Premium,1.1,0,2024,2024-08
TXN-108847,CUST-2643,2023-05-19,Home & Kitchen,Blender,4.0,64.55,0.21,203.978,Debit Card,In-Store,South,Premium,3.4,0,2023,2023-05
TXN-104277,CUST-1078,2024-01-02,Toys & Games,Play-Doh Kit,7.0,20.9,0.17,121.42899999999997,Bank Transfer,Online,North,New,1.3,0,2024,2024-01
TXN-105374,CUST-3166,2023-04-02,Electronics,Monitor,7.0,294.17,0.09,1873.8629,Debit Card,In-Store,West,VIP,4.4,0,2023,2023-04
TXN-108647,CUST-3874,2024-11-04,Automotive,Steering Wheel Cover,9.0,24.68,0.02,217.6776,Bank Transfer,Mobile App,South,Premium,4.4,0,2024,2024-11
TXN-100247,CUST-4108,2022-01-03,Electronics,Smart Watch,1.0,252.07,0.29,178.9697,PayPal,Mobile App,East,Regular,1.8,0,2022,2022-01
TXN-107940,CUST-3413,2024-10-26,Electronics,Tablet,9.0,355.15,0.22,2493.153,Credit Card,In-Store,Central,Regular,1.4,0,2024,2024-10
TXN-102560,CUST-3523,2023-12-10,Home & Kitchen,Cookware Set,7.0,154.69,0.08,996.2035999999999,PayPal,Mobile App,South,Regular,2.3,0,2023,2023-12
TXN-106125,CUST-1750,2022-02-07,Beauty & Personal Care,Body Lotion,5.0,16.71,0.23,64.33350000000002,Debit Card,Mobile App,North,VIP,4.5,0,2022,2022-02
TXN-102913,CUST-1332,2024-07-06,Beauty & Personal Care,Beard Trimmer,4.0,42.21,0.18,138.4488,Bank Transfer,Online,East,Regular,4.8,0,2024,2024-07
TXN-102939,CUST-1572,2022-07-26,Books,Deep Work,7.0,18.54,0.01,128.4822,Credit Card,In-Store,East,Regular,2.9,0,2022,2022-07
TXN-108380,CUST-1950,2024-05-22,Beauty & Personal Care,Electric Toothbrush,4.0,50.18,0.18,164.59040000000002,Bank Transfer,In-Store,West,Premium,4.6,1,2024,2024-05
TXN-102273,CUST-4934,2023-02-06,Clothing,Backpack,1.0,59.3,0.22,46.254,Bank Transfer,In-Store,East,New,1.8,0,2023,2023-02
TXN-103238,CUST-1645,2024-11-15,Electronics,Tablet,8.0,322.33,0.3,1805.0479999999998,Credit Card,Mobile App,South,New,3.5,0,2024,2024-11
TXN-108063,CUST-1990,2022-04-12,Electronics,Gaming Mouse,2.0,54.15,0.27,79.059,Cash,Online,West,New,3.4,0,2022,2022-04
TXN-100597,CUST-1365,2024-03-27,Toys & Games,Board Game Pack,3.0,34.28,0.07,95.6412,Credit Card,In-Store,South,New,4.1,0,2024,2024-03
TXN-108184,CUST-4402,2023-01-07,Electronics,Tablet,5.0,299.04,0.11,1330.728,Debit Card,In-Store,West,VIP,2.1,0,2023,2023-01
TXN-102920,CUST-1336,2024-08-20,Automotive,Car Phone Mount,10.0,20.77,0.16,174.468,Credit Card,In-Store,North,New,2.9,0,2024,2024-08
TXN-101218,CUST-2382,2022-08-17,Toys & Games,Jigsaw Puzzle,10.0,18.15,0.02,177.87,Bank Transfer,Mobile App,East,VIP,2.7,0,2022,2022-08
TXN-101544,CUST-1362,2022-08-27,Toys & Games,Chess Set,1.0,38.02,0.05,36.119,PayPal,Online,West,Premium,4.2,1,2022,2022-08
TXN-100318,CUST-4810,2022-09-05,Home & Kitchen,Desk Lamp,10.0,32.24,0.06,303.05600000000004,PayPal,In-Store,West,Premium,3.9,0,2022,2022-09
TXN-109635,CUST-4162,2022-03-02,Electronics,Gaming Mouse,2.0,65.37,0.15,111.129,PayPal,In-Store,Central,VIP,4.9,0,2022,2022-03
TXN-108939,CUST-1947,2024-06-29,Books,Business Analytics,6.0,38.46,0.23,177.6852,Credit Card,Online,Central,VIP,4.0,0,2024,2024-06
TXN-100777,CUST-4033,2023-01-25,Home & Kitchen,Blender,10.0,54.54,0.02,534.492,PayPal,Online,Central,Regular,1.7,1,2023,2023-01
TXN-101485,CUST-4129,2024-03-26,Automotive,Car Floor Mats,2.0,36.62,0.14,62.986399999999996,Cash,In-Store,East,Premium,3.0,0,2024,2024-03
TXN-108283,CUST-3388,2022-11-27,Toys & Games,Play-Doh Kit,5.0,21.81,0.29,77.4255,Credit Card,In-Store,East,VIP,2.2,0,2022,2022-11
TXN-101295,CUST-1896,2024-02-27,Automotive,Car Vacuum,4.0,36.13,0.19,117.06120000000001,Bank Transfer,Mobile App,South,Regular,2.1,0,2024,2024-02
TXN-103368,CUST-4996,2022-11-06,Toys & Games,Chess Set,8.0,43.75,0.23,269.5,Bank Transfer,Online,East,Premium,4.1,0,2022,2022-11
TXN-104604,CUST-2663,2024-04-21,Toys & Games,Action Figure Set,2.0,31.47,0.1,56.646,Cash,In-Store,South,New,1.8,1,2024,2024-04
TXN-107340,CUST-1691,2024-03-09,Clothing,Sunglasses,8.0,34.58,0.09,251.7424,Credit Card,In-Store,East,New,3.8,0,2024,2024-03
TXN-103999,CUST-2195,2024-02-28,Books,Atomic Habits,7.0,21.95,0.01,152.11350000000002,Cash,Mobile App,East,VIP,3.4200000000000004,0,2024,2024-02
TXN-106384,CUST-1193,2022-03-02,Automotive,Car Air Freshener,10.0,10.77,0.04,103.39199999999998,PayPal,Online,Central,VIP,1.3,0,2022,2022-03
TXN-101744,CUST-2231,2024-06-14,Electronics,Mechanical Keyboard,10.0,114.99,0.04,1103.9039999999998,Credit Card,In-Store,West,Premium,2.6,0,2024,2024-06
TXN-107575,CUST-4399,2022-02-09,Electronics,Laptop,7.0,899.99,0.18,5165.9426,Debit Card,In-Store,Central,Regular,4.2,0,2022,2022-02
TXN-105237,CUST-2552,2023-03-20,Automotive,Dash Cam,6.0,88.79,0.1,479.466,Credit Card,In-Store,Central,Regular,1.4,0,2023,2023-03
TXN-104925,CUST-2610,2024-11-05,Automotive,Car Phone Mount,9.0,21.56,0.06,182.39759999999998,Credit Card,Online,North,New,1.4,0,2024,2024-11
TXN-103066,CUST-1800,2024-05-17,Electronics,Monitor,9.0,284.55,0.12,2253.6360000000004,Bank Transfer,Mobile App,East,New,2.1,0,2024,2024-05
TXN-103771,CUST-2041,2023-10-19,Beauty & Personal Care,Shampoo Set,3.0,26.95,0.16,67.91399999999999,PayPal,In-Store,Central,Premium,4.1,0,2023,2023-10
TXN-101355,CUST-2411,2024-02-14,Toys & Games,Action Figure Set,9.0,27.55,0.11,220.67550000000003,PayPal,Mobile App,North,Premium,1.1,0,2024,2024-02
TXN-103245,CUST-4802,2023-12-05,Automotive,Jump Starter,3.0,76.62,0.23,176.99220000000003,Bank Transfer,Mobile App,Central,New,3.6,0,2023,2023-12
TXN-109429,CUST-3070,2023-12-03,Electronics,Gaming Mouse,10.0,64.91,0.01,642.6089999999999,PayPal,Mobile App,East,Regular,4.0,1,2023,2023-12
TXN-106759,CUST-4502,2022-02-27,Toys & Games,Lego Creator Set,4.0,83.71,0.14,287.9624,Debit Card,Online,South,VIP,4.1,0,2022,2022-02
TXN-105942,CUST-2572,2022-02-26,Beauty & Personal Care,Lip Balm Pack,1.0,13.14,0.11,11.694600000000001,Debit Card,Online,North,Premium,1.4,0,2022,2022-02
TXN-100663,CUST-3394,2023-10-01,Automotive,Car Vacuum,1.0,37.94,0.02,37.1812,PayPal,Mobile App,East,VIP,3.3,1,2023,2023-10
TXN-108538,CUST-4370,2024-04-23,Books,Deep Work,8.0,16.21,0.27,94.6664,Debit Card,Mobile App,West,Regular,3.0,0,2024,2024-04
TXN-106484,CUST-3023,2023-10-12,Books,Clean Code,10.0,30.34,0.25,227.54999999999998,Credit Card,In-Store,West,New,1.6,1,2023,2023-10
TXN-104375,CUST-4339,2022-08-21,Sports & Outdoors,Resistance Bands,4.0,20.7,0.1,74.52,Credit Card,Online,North,Premium,2.9,0,2022,2022-08
TXN-101181,CUST-4929,2022-05-10,Toys & Games,Remote Control Car,10.0,54.72,0.27,399.456,Debit Card,Mobile App,East,New,1.8,0,2022,2022-05
TXN-100493,CUST-2640,2023-09-13,Clothing,Cap,6.0,20.13,0.1,108.702,Credit Card,Mobile App,North,VIP,3.1,0,2023,2023-09
TXN-109541,CUST-2465,2022-07-26,Toys & Games,Drone Mini,1.0,92.51,0.11,82.3339,Credit Card,Mobile App,Central,Premium,3.8,0,2022,2022-07
TXN-107295,CUST-1571,2023-09-05,Toys & Games,Lego Creator Set,6.0,72.96,0.26,323.94239999999996,Debit Card,In-Store,Central,New,3.6,1,2023,2023-09
TXN-109378,CUST-3444,2024-01-19,Sports & Outdoors,Water Bottle,5.0,25.85,0.13,112.4475,PayPal,In-Store,South,New,4.9,0,2024,2024-01
TXN-101921,CUST-3851,2024-08-15,Books,Clean Code,8.0,31.12,0.23,191.69920000000002,Bank Transfer,Online,South,Regular,3.3,0,2024,2024-08
TXN-101675,CUST-3534,2023-05-01,Sports & Outdoors,Yoga Mat,5.0,28.97,0.2,115.88,Bank Transfer,Mobile App,West,VIP,4.3,0,2023,2023-05
TXN-102707,CUST-2584,2024-03-10,Home & Kitchen,Rice Cooker,7.0,47.75,0.03,324.22249999999997,Cash,Mobile App,Central,New,2.7,0,2024,2024-03
TXN-108554,CUST-4420,2024-06-26,Books,Business Analytics,6.0,36.3,0.05,206.90999999999997,Bank Transfer,Mobile App,North,VIP,3.1,0,2024,2024-06
TXN-108178,CUST-3383,2023-09-03,Sports & Outdoors,Sleeping Bag,2.0,82.13,0.23,126.4802,PayPal,In-Store,South,VIP,5.0,0,2023,2023-09
TXN-105333,CUST-1441,2023-04-11,Sports & Outdoors,Yoga Mat,2.0,29.08,0.24,44.2016,Credit Card,In-Store,North,New,1.6,0,2023,2023-04
TXN-105137,CUST-1441,2024-02-19,Electronics,Monitor,2.0,326.98,0.19,529.7076000000001,Bank Transfer,In-Store,East,Regular,2.5,0,2024,2024-02
